estimating workload which takes just one milisecond
end estimation
0	1	1
0	2	2
0	3	3
0	4	4
0	5	5
0	7	6
0	8	7
0	9	8
0	10	9
0	11	10
0	12	11
0	14	12
0	15	13
0	16	14
0	17	15
0	18	16
0	19	17
0	20	18
0	22	19
0	23	20
0	24	21
0	25	22
0	26	23
0	27	24
0	28	25
0	30	26
0	31	27
0	32	28
0	33	29
0	34	30
0	35	31
0	37	32
0	38	33
0	39	34
0	40	35
0	41	36
0	42	37
0	43	38
0	45	39
0	46	40
0	47	41
0	48	42
0	49	43
0	50	44
0	52	45
0	53	46
0	54	47
0	55	48
0	56	49
0	57	50
0	58	51
0	60	52
0	61	53
0	62	54
0	63	55
0	64	56
0	65	57
0	67	58
0	68	59
0	69	60
0	70	61
0	71	62
0	72	63
0	73	64
0	74	65
0	76	66
0	77	67
0	78	68
0	79	69
0	80	70
0	81	71
0	83	72
0	84	73
0	85	74
0	86	75
0	87	76
0	88	77
0	89	78
0	91	79
0	92	80
0	93	81
0	94	82
0	95	83
0	96	84
0	98	85
0	99	86
0	100	87
0	101	88
0	102	89
0	103	90
0	104	91
0	106	92
0	107	93
0	108	94
0	109	95
0	110	96
0	111	97
0	113	98
0	114	99
0	115	100
